#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.496,00000000,0000,797;2427,544488.495841000,1a1d0020,1163826,288348,-517923,-29372,-2228,-11796*605e397c
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.510,00000000,01ef,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*7f453602
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.506,00000000,0000,797;2427,544488.505882000,1a190021,1163962,287622,-518407,-17306,-606,-14770*425d6c5b
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.520,00000000,01f9,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*4055f511
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.516,00000000,0000,797;2427,544488.515929000,1a190022,1163600,288769,-518420,-24552,4161,-27599*69017d57
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.530,00000000,0203,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*54dbd402
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.526,00000000,0000,797;2427,544488.525852000,1a180023,1164522,288895,-518652,-17962,-5445,-16434*0bce6c1a
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.540,00000000,020d,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*1ffc17bb
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.536,00000000,0000,797;2427,544488.535843000,1a160024,1164975,290473,-518080,-18191,-5938,-18079*bb663b89
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.550,00000000,0217,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*06bb4587
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.546,00000000,0000,797;2427,544488.545835000,1a120025,1165207,289980,-518206,-22027,-412,-12801*b3e2fc12
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.560,00000000,0221,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*fb7fb0d6
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.556,00000000,0000,797;2427,544488.555858000,1a140026,1165868,288501,-518550,-19371,3375,-16626*b222f69c
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.570,00000000,022b,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*35a96b3f
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.566,00000000,0000,797;2427,544488.565850000,1a1d0027,1164069,289150,-519311,-12814,550,-21430*5d023207
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.580,00000000,0235,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*ae788b26
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.576,00000000,0000,797;2427,544488.575842000,1a210028,1164551,288507,-518254,-12847,1570,-18436*53b49f0d
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.590,00000000,023f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*60ae50cf
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.586,00000000,0000,797;2427,544488.585835000,1a1f0029,1165777,288002,-519266,-22388,-7357,-9416*064bdfd4
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.600,00000000,0249,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*86ddfcef
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.596,00000000,0000,797;2427,544488.595860000,1a1c002a,1166064,288568,-518453,-14453,-1393,-17432*0ff1f23b
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.610,00000000,0253,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*5d4e9891
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.606,00000000,0000,797;2427,544488.605868000,1a1a002b,1163826,289067,-518063,-19994,-6861,-13288*ca452068
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.620,00000000,025d,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*f8620d32
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.616,00000000,0000,797;2427,544488.615899000,1a1c002c,1165797,288246,-518022,-20847,313,-11746*b5b255a2
$GPGGA,071430.60,3109.8268759,N,12127.2280556,E,4,34,0.6,5.987,M,11.031,M,1.600,1793*46
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.630,00000000,0267,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*95774ae5
#BESTGNSSPOSA,ICOM3,0,92.9,FINESTEERING,2427,544488.600,03e1c005,a400,797;SOL_COMPUTED,NARROW_INT,31.16378126525,121.45380092664,5.9871,11.0314,WGS84,0.0149,0.0127,0.0276,"1793",1.600,0.015,40,34,34,34,01,00,30,37*01fba6fe
#HEADINGA,ICOM3,0,92.9,FINESTEERING,2427,544488.600,00000000,0000,797;SOL_COMPUTED,NONE,0.000000000,0.000000000,0.000000000,0.0,0.000000000,0.000000000,"1793",0,0,0,0,0,00,30,37*8eab9e60
$GPGSV,2,1,07,12,19,141,30,13,00,000,37,15,00,000,37,18,49,219,45*78
$GPGSV,2,2,07,20,14,067,37,24,68,048,47,32,11,271,40,,,,*4A
$GLGSV,3,1,09,70,17,071,43,72,23,304,41,73,48,101,46,74,00,000,27*64
$GLGSV,3,2,09,85,00,000,32,86,38,246,45,87,33,297,42,90,00,000,38*62
$GLGSV,3,3,09,91,00,000,36,,,,,,,,,,,,*51
$GAGSV,2,1,06,03,24,265,44,11,08,161,35,16,16,128,43,31,14,074,32*68
$GAGSV,2,2,06,34,55,289,48,36,50,190,50,,,,,,,,*6B
$GQGSV,1,1,02,03,44,170,43,07,53,169,38,,,,,,,,*7C
$GBGSV,4,1,16,01,48,147,49,02,35,242,46,03,55,202,48,04,37,120,42*63
$GBGSV,4,2,16,06,69,041,43,07,58,191,50,10,47,192,46,11,24,269,44*66
$GBGSV,4,3,16,12,12,295,37,20,28,305,46,23,49,087,45,27,00,000,34*6D
$GBGSV,4,4,16,29,16,291,45,30,23,239,45,37,39,167,46,41,23,085,46*67
$GPGSA,M,3,12,18,20,24,32,,,,,,,,1.2,0.6,1.1,1*29
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.626,00000000,0000,797;2427,544488.625862000,1a1f002d,1164423,288896,-518619,-21765,-2683,-19513*68aac340
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.640,00000000,0271,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*f2eafc45
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.636,00000000,0000,797;2427,544488.635862000,1a20002e,1165707,289512,-518956,-22617,-1531,-14482*11ec7812
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.650,00000000,027b,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*3c3c27ac
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.646,00000000,0000,797;2427,544488.645854000,1a20002f,1162091,288802,-518583,-22224,-379,-10994*04f3eeb3
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.660,00000000,0285,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*d84e540a
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.656,00000000,0000,797;2427,544488.655846000,1a200030,1165157,288980,-519704,-14748,7460,-13057*446d414f
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.670,00000000,028f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*16988fe3
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.666,00000000,0000,797;2427,544488.665837000,1a1f0031,1164204,287673,-519589,-23470,3471,-19125*8a036926
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.680,00000000,0299,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*b4b6a574
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.676,00000000,0000,797;2427,544488.675860000,1a1b0032,1164656,289122,-518885,-19437,8016,-13748*bff3556b
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.690,00000000,02a3,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*f7353580
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.686,00000000,0000,797;2427,544488.685853000,1a1b0033,1164588,288634,-518616,-15502,-7615,-6850*158ce7d4
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.700,00000000,02ad,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*1d189dd0
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.696,00000000,0000,797;2427,544488.695849000,1a180034,1164083,289204,-517507,-20683,-312,-8661*9a74d20b
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.710,00000000,02b7,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*700dda07
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.706,00000000,0000,797;2427,544488.705858000,1a190035,1163811,288884,-519734,-23404,-150,-16907*e0770a53
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.720,00000000,02c1,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*f99b3abd
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.716,00000000,0000,797;2427,544488.715847000,1a1c0036,1164054,289103,-517801,-16879,-1231,-16283*c44e9ea1
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.730,00000000,02cb,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*374de154
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.726,00000000,0000,797;2427,544488.725855000,1a1e0037,1162930,288551,-520320,-24748,738,-15557*2bed5bca
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.740,00000000,02d5,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*370d9505
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.736,00000000,0000,797;2427,544488.735847000,1a200038,1165184,288234,-519104,-16060,811,-17949*be27a90e
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.750,00000000,02df,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*f9db4eec
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.746,00000000,0000,797;2427,544488.745838000,1a200039,1164679,288216,-517890,-22257,-2288,-9787*cc8fb484
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.760,00000000,02e9,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*b2999814
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.756,00000000,0000,797;2427,544488.755831000,1a1f003a,1164727,289214,-519411,-25568,5477,-10774*2f7c54f2
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.770,00000000,02f3,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*1d58e981
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.766,00000000,0000,797;2427,544488.765854000,1a1e003b,1163896,290469,-518572,-14748,5222,-11260*e1729a2b
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.780,00000000,02fd,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*5118804d
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.776,00000000,0000,797;2427,544488.775850000,1a25003c,1165194,288451,-520124,-20191,-740,-7841*4af85ec4
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.790,00000000,0307,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*b0eefef9
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.786,00000000,0000,797;2427,544488.785839000,1a22003d,1162977,289195,-518458,-24027,-3244,-12520*c7e17d8e
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.800,00000000,0311,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*d55b4a93
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.796,00000000,0000,797;2427,544488.795831000,1a1a003e,1163403,289588,-518430,-12388,3183,-8508*fa34c604
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.810,00000000,031b,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*1b8d917a
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.806,00000000,0000,797;2427,544488.805896000,1a18003f,1164460,287877,-518936,-25142,-414,-11719*18717ce8
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.820,00000000,0325,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*1d6298e7
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.816,00000000,0000,797;2427,544488.815908000,1a180040,1164878,289556,-518102,-26289,-7261,-13262*4ce4c75e
$GPGGA,071430.80,3109.8268769,N,12127.2280551,E,4,34,0.6,5.989,M,11.031,M,0.800,1793*4D
#BESTGNSSPOSA,ICOM3,0,92.9,FINESTEERING,2427,544488.800,03e1c005,a400,797;SOL_COMPUTED,NARROW_INT,31.16378128119,121.45380091868,5.9892,11.0314,WGS84,0.0155,0.0133,0.0282,"1793",0.800,0.015,40,34,34,34,01,00,30,37*b1904622
#HEADINGA,ICOM3,0,92.9,FINESTEERING,2427,544488.800,00000000,0000,797;SOL_COMPUTED,NONE,0.000000000,0.000000000,0.000000000,0.0,0.000000000,0.000000000,"1793",0,0,0,0,0,00,30,37*474b3077
$GPGSV,2,1,07,12,19,141,30,13,00,000,37,15,00,000,37,18,49,219,45*78
$GPGSV,2,2,07,20,14,067,37,24,68,048,47,32,11,271,40,,,,*4A
$GLGSV,3,1,09,70,17,071,43,72,23,304,41,73,48,101,46,74,00,000,26*65
$GLGSV,3,2,09,85,00,000,32,86,38,246,45,87,33,297,42,90,00,000,38*62
$GLGSV,3,3,09,91,00,000,36,,,,,,,,,,,,*51
$GAGSV,2,1,06,03,24,265,44,11,08,161,35,16,16,128,43,31,14,074,32*68
$GAGSV,2,2,06,34,55,289,48,36,50,190,50,,,,,,,,*6B
$GQGSV,1,1,02,03,44,170,43,07,53,169,38,,,,,,,,*7C
$GBGSV,4,1,16,01,48,147,49,02,35,242,46,03,55,202,48,04,37,120,42*63
$GBGSV,4,2,16,06,69,041,43,07,58,191,50,10,47,192,46,11,24,269,44*66
$GBGSV,4,3,16,12,12,295,37,20,28,305,45,23,49,087,45,27,00,000,33*69
$GBGSV,4,4,16,29,16,291,45,30,23,239,45,37,39,167,46,41,23,085,46*67
$GPGSA,M,3,12,18,20,24,32,,,,,,,,1.2,0.6,1.1,1*29
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.830,00000000,032f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*d3b4430e
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.826,00000000,0000,797;2427,544488.825850000,1a1b0041,1165762,288576,-517829,-24912,-4825,-12199*fb79b42f
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.840,00000000,0339,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*76fdc3ec
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.836,00000000,0000,797;2427,544488.835834000,1a170042,1163185,289313,-519575,-22650,-3078,-9594*96193dd7
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.850,00000000,0343,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*319899af
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.846,00000000,0000,797;2427,544488.845826000,1a1c0043,1163236,288707,-518157,-16781,-2251,-15664*d7adeb94
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.860,00000000,034d,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*94b40c0c
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.856,00000000,0000,797;2427,544488.855849000,1a200044,1164824,289052,-519245,-21011,-4789,-15612*96fb5b8b
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.870,00000000,0357,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*8df35e30
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.866,00000000,0000,797;2427,544488.865841000,1a1d0045,1165825,289167,-517607,-18289,-8604,-16251*dea899d9
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.880,00000000,0361,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*995b570e
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.876,00000000,0000,797;2427,544488.875833000,1a200046,1163472,289256,-518754,-26945,-1765,-14552*1e94b9fe
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.890,00000000,036b,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*578d8ce7
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.886,00000000,0000,797;2427,544488.885826000,1a210047,1164512,288318,-517628,-24289,1397,-9247*112acb3a
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.900,00000000,0375,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*6a31ad62
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.896,00000000,0000,797;2427,544488.895850000,1a210048,1164150,289203,-517573,-19863,-5051,-19029*69bb8e37
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.910,00000000,037f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*a4e7768b
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.906,00000000,0000,797;2427,544488.905883000,1a200049,1164198,287680,-518999,-19601,-4557,-8580*838f7df3
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.920,00000000,0389,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*796acfa3
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.916,00000000,0000,797;2427,544488.915924000,1a21004a,1165544,287389,-515716,-26060,-6702,-14737*904ac277
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.930,00000000,0393,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*a2f9abdd
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.926,00000000,0000,797;2427,544488.925832000,1a21004b,1163929,288539,-518451,-14978,285,-18444*40307a20
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.940,00000000,039d,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*e9de6864
#RAWIMUA,ICOM3,0,92.9,FINESTEERING,2427,544488.936,00000000,0000,797;2427,544488.935850000,1a20004c,1164215,289073,-517506,-20289,2979,-14428*83e7673d
#INSPVAXA,ICOM3,0,92.9,FINESTEERING,2427,544488.950,00000000,03a7,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544489*6889ced2
